_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
1328,43,Sofia Bell,98,Pain Relief Spray,Pain Relief and Management,wallet,9,9.99,2024-08-14T16:20:30.000-07:00,United Kingdom,Leeds,www.walgreens.com,27851292,1,payment successful
1329,19,Amelia Scott,110,Antacid Tablets,Digestive Health and Nausea,card,6,4.99,2024-12-19T02:35:06.000-08:00,Netherlands,Rotterdam,www.walgreens.com,98624545,1,payment successful
1330,30,Matthew Phillips,142,Arch Support,Supports and Braces,card,4,6.99,2024-07-11T15:13:38.000-07:00,Japan,Kyoto,www.chemistwarehouse.com.au,36862683,0,insufficient funds
1331,22,Alexander Baker,127,Insulin Syringes,Diabetes Management,wallet,6,19.99,2024-12-20T15:40:12.000-08:00,Canada,Montreal,www.safeway.com/pharmacy,78147836,1,payment successful
1332,22,Alexander Baker,50,Mustache Wax,Shaving and Grooming,wallet,4,5.49,2024-02-27T12:48:08.000-08:00,Canada,Montreal,www.pillpack.com,75634306,0,insufficient credit
1333,31,Ella Campbell,135,Shoulder Support,Supports and Braces,wallet,5,14.99,2024-06-04T20:44:33.000-07:00,United States of America,Houston,www.chemistwarehouse.com.au,10973526,1,payment successful
1334,33,Scarlett Evans,60,Hearing Aid Dehumidifier,Hearing Devices and Amplifiers,card,4,600.0,2024-02-25T11:46:12.000-08:00,United Kingdom,Liverpool,www.walgreens.com,91962249,1,payment successful
1335,31,Ella Campbell,64,Sunscreen Spray,Sun Care,wallet,5,14.99,2024-06-17T20:27:50.000-07:00,United States of America,Houston,www.safeway.com/pharmacy,20931235,1,payment successful
1336,30,Matthew Phillips,14,Dental Floss,Oral Care,card,8,2.79,2024-12-04T15:05:19.000-08:00,Japan,Kyoto,www.walgreens.com,86901988,1,payment successful
1337,13,Ava Lewis,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,1,5.49,2024-11-15T23:28:57.000-08:00,United Kingdom,Manchester,www.walmart.com/pharmacy,13383008,1,payment successful
1338,1,John Doe,32,Foot Powder,Foot Care,card,6,5.99,2024-07-02T22:39:23.000-07:00,United States of America,New York,www.walgreens.com,44817873,1,payment successful
1339,18,William King,148,Neck Brace,Supports and Braces,wallet,5,16.99,2024-05-08T20:50:01.000-07:00,Italy,Milan,www.britishpharmacy.co.uk,86841747,1,payment successful
1340,6,David Wilson,111,Laxatives,Digestive Health and Nausea,internet banking,4,6.99,2024-02-25T06:42:39.000-08:00,France,Paris,www.riteaid.com,93135630,1,payment successful
1341,12,Ethan Clark,22,Conditioner,Hair Care,wallet,7,6.99,2024-12-06T11:40:16.000-08:00,Canada,Vancouver,www.medicalnewstoday.com/pharmacy,91207457,1,payment successful
1342,11,Mia Harris,80,Shower Gel,Bath and Body,card,7,4.99,2024-07-02T01:20:35.000-07:00,United States of America,Los Angeles,www.walgreens.com,11574317,1,payment successful
1343,49,Hannah Cox,6,Eye Wash,Eye Care,card,9,5.49,2024-08-16T12:59:21.000-07:00,Netherlands,Eindhoven,www.expresspharmacy.co.uk,97025123,1,payment successful
1344,19,Amelia Scott,144,Maternity Support Belt,Supports and Braces,card,3,19.99,2024-04-10T17:52:17.000-07:00,Netherlands,Rotterdam,www.alldaychemist.com,91855610,0,payment method not accepted at merchant
1345,7,Sophia Martinez,110,Antacid Tablets,Digestive Health and Nausea,wallet,6,4.99,2024-07-30T09:22:02.000-07:00,Spain,Madrid,www.pharmacytimes.com,77299996,1,payment successful
1346,38,Mason Morris,43,Aftershave,Shaving and Grooming,card,9,4.99,2024-05-30T17:08:59.000-07:00,Italy,Turin,www.walgreens.com,91743217,1,payment successful
1347,22,Alexander Baker,38,Foot Lotion,Foot Care,wallet,7,7.99,2024-08-21T01:22:11.000-07:00,Canada,Montreal,www.mysmartpharmacy.com,73021836,1,payment successful
1348,2,Jane Smith,150,Hip Support,Supports and Braces,wallet,6,17.99,2024-03-05T04:25:15.000-08:00,Canada,Toronto,www.healthmart.com,34301471,0,payment method not accepted at merchant
1349,49,----////----,145,Posture Corrector,XXXXXXXX,wallet,7,14.99,2024-06-23T20:26:15.000-07:00,ROGUEROGUE,Eindhoven,www.mysmartpharmacy.com,66759891,1,----////----
1350,24,Daniel Nelson,125,Acne Treatment Gel,Skin Ailments,wallet,4,8.99,2024-06-04T10:06:34.000-07:00,Australia,Brisbane,www.alldaychemist.com,11210339,1,payment successful
1351,50,Gabriel Howard,95,Vapor Inhaler,"Cough, Cold, and Flu",upi,2,4.49,2024-12-20T11:06:01.000-08:00,Japan,Fukuoka,www.walgreens.com,66969768,1,payment successful
1352,17,Charlotte Young,49,Pre-Shave Oil,Shaving and Grooming,card,2,8.99,2024-08-28T20:36:54.000-07:00,Spain,Barcelona,www.chemistwarehouse.com.au,90408306,1,payment successful
1353,21,Harper Adams,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,9,5.49,2024-08-28T02:49:18.000-07:00,United States of America,Chicago,www.britishpharmacy.co.uk,67551910,1,payment successful
1354,18,William King,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,5,8.99,2024-03-11T07:44:21.000-07:00,Italy,Milan,www.pharmacytimes.com,20762064,1,payment successful
1355,3,Alice Johnson,136,Finger Splint,Supports and Braces,wallet,4,6.99,2024-05-17T13:52:41.000-07:00,United Kingdom,London,www.walgreens.com,42828199,1,payment successful
1356,22,ROGUEROGUE,95,Vapor Inhaler,"",card,9,4.49,2024-03-19T03:29:49.000-07:00,ROGUEROGUE,Montreal,www.walgreens.com,68402717,1,ROGUEROGUE
1357,15,Isabella Hall,25,Hair Mousse,Hair Care,wallet,9,8.99,2024-12-30T03:12:06.000-08:00,Germany,Munich,www.safeway.com/pharmacy,64114641,1,payment successful
1358,2,Jane Smith,7,Lens Wipes,Eye Care,wallet,5,11.99,2024-04-22T03:36:52.000-07:00,Canada,Toronto,www.riteaid.com,46436309,1,payment successful
1359,46,Dylan Rivera,12,Toothbrush,Oral Care,card,2,1.99,2024-01-07T20:46:27.000-08:00,France,Nice,www.amazon.com/pharmacy,57392449,1,payment successful
1360,26,Henry Mitchell,146,Hernia Belt,Supports and Braces,card,7,24.99,2024-04-06T18:31:02.000-07:00,France,Marseille,www.medicalnewstoday.com/pharmacy,93360720,1,payment successful
1361,46,Dylan Rivera,81,Ear Drops,"Ear, Nose, and Throat Care",card,2,8.99,2024-06-01T17:19:15.000-07:00,France,Nice,www.riteaid.com,78237279,1,payment successful
1362,45,Avery Bailey,47,Beard Trimmer,Shaving and Grooming,upi,3,19.99,2024-03-12T21:24:52.000-07:00,Germany,Cologne,www.expresspharmacy.co.uk,90249142,1,payment successful
1363,18,William King,141,Heel Cups,Supports and Braces,card,7,7.99,2024-10-10T23:06:20.000-07:00,Italy,Milan,www.walgreens.com,61870941,0,billing address incorrect
1364,27,Victoria Perez,57,Hearing Aid Wax Guards,Hearing Devices and Amplifiers,internet banking,2,570.0,2024-08-29T13:10:24.000-07:00,Spain,Seville,www.riteaid.com,34931270,1,payment successful
1365,11,Mia Harris,146,Hernia Belt,Supports and Braces,wallet,5,24.99,2024-10-16T02:27:57.000-07:00,United States of America,Los Angeles,www.medicalnewstoday.com/pharmacy,30265322,1,payment successful
1366,21,Harper Adams,44,Beard Oil,Shaving and Grooming,card,4,6.99,2024-12-06T02:24:11.000-08:00,United States of America,Chicago,www.1mg.com,91188964,1,payment successful
1367,27,Victoria Perez,34,Foot Scrub,Foot Care,wallet,9,6.99,2024-11-17T02:08:32.000-08:00,Spain,Seville,www.cvs.com,42734057,1,payment successful
1368,11,Mia Harris,86,Cough Syrup,"Cough, Cold, and Flu",wallet,2,8.99,2024-12-27T00:00:10.000-08:00,United States of America,Los Angeles,www.walgreens.com,52314822,1,payment successful
1369,50,Gabriel Howard,129,Glucose Tablets,Diabetes Management,internet banking,2,4.99,2024-12-24T02:23:44.000-08:00,Japan,Fukuoka,www.walgreens.com,61139446,0,payment method not accepted at merchant
1370,42,Elijah Morgan,2,Lubricating Eye Drops,Eye Care,wallet,7,9.99,2024-10-18T03:21:48.000-07:00,Canada,Ottawa,www.walgreens.com,57192879,1,payment successful
1371,33,Scarlett Evans,132,Wrist Brace,Supports and Braces,internet banking,9,10.99,2024-09-02T23:30:04.000-07:00,United Kingdom,Liverpool,www.drugstore.com,14131845,1,payment successful
1372,27,Victoria Perez,25,Hair Mousse,Hair Care,internet banking,3,8.99,2024-08-24T04:25:26.000-07:00,Spain,Seville,www.healthmart.com,28153819,0,payment method not accepted at merchant
1373,44,Jackson Murphy,89,Cough Drops,"Cough, Cold, and Flu",wallet,7,3.99,2024-12-26T23:51:18.000-08:00,Australia,Adelaide,www.drugstore.com,31539619,1,payment successful
1374,34,Jack Edwards,112,Anti-Nausea Liquid,Digestive Health and Nausea,card,8,8.99,2024-12-05T08:19:25.000-08:00,Australia,Perth,www.riteaid.com,88878585,1,payment successful
1375,14,Liam Walker,89,Cough Drops,"Cough, Cold, and Flu",wallet,7,3.99,2024-01-06T20:42:14.000-08:00,Australia,Melbourne,www.drugstore.com,22840484,1,payment successful
1376,13,Ava Lewis,136,Finger Splint,Supports and Braces,wallet,8,6.99,2024-11-11T02:58:53.000-08:00,United Kingdom,Manchester,www.alldaychemist.com,87710826,1,payment successful
1377,2,Jane Smith,150,Hip Support,Supports and Braces,internet banking,6,17.99,2024-10-09T01:12:49.000-07:00,Canada,Toronto,www.alldaychemist.com,69393254,1,payment successful
1378,20,Benjamin Green,43,Aftershave,Shaving and Grooming,card,6,4.99,2024-11-07T15:30:42.000-08:00,Japan,Osaka,www.walgreens.com,28131051,1,payment successful
1379,2,Jane Smith,38,Foot Lotion,Foot Care,wallet,4,7.99,2024-08-19T11:51:20.000-07:00,Canada,Toronto,www.expresspharmacy.co.uk,49744102,0,bank refused to authorize transaction
1380,5,Emily Davis,67,Incontinence Pads,Incontinence,card,8,8.99,2024-12-23T07:34:19.000-08:00,Germany,Berlin,www.walmart.com/pharmacy,66293899,1,payment successful
1381,1,John Doe,102,Antiseptic Wipes,First Aid,wallet,7,2.99,2024-12-25T02:22:31.000-08:00,United States of America,New York,www.cvs.com,70102645,1,payment successful
1382,42,Elijah Morgan,14,Dental Floss,Oral Care,card,5,2.79,2024-05-25T03:22:45.000-07:00,Canada,Ottawa,www.healthmart.com,75080939,1,payment successful
1383,6,David Wilson,43,Aftershave,Shaving and Grooming,wallet,7,4.99,2024-03-11T01:37:41.000-07:00,France,Paris,www.walgreens.com,30289437,0,bank refused to authorize transaction
1384,46,Dylan Rivera,14,Dental Floss,Oral Care,wallet,8,2.79,2024-04-01T06:16:31.000-07:00,France,Nice,www.riteaid.com,19069391,1,payment successful
1385,15,Isabella Hall,110,Antacid Tablets,Digestive Health and Nausea,card,3,4.99,2024-12-22T11:16:18.000-08:00,Germany,Munich,www.alldaychemist.com,84962115,1,payment successful
1386,49,Hannah Cox,78,Body Scrub,Bath and Body,wallet,6,7.99,2024-11-04T12:38:50.000-08:00,Netherlands,Eindhoven,www.chemistwarehouse.com.au,58108836,1,payment successful
1387,23,Evelyn Gonzalez,149,Shoulder Immobilizer,Supports and Braces,wallet,6,18.99,2024-04-07T17:42:29.000-07:00,United Kingdom,Birmingham,www.britishpharmacy.co.uk,16289999,1,payment successful
1388,31,Ella Campbell,133,Elbow Support,Supports and Braces,card,8,11.99,2024-08-26T13:47:13.000-07:00,United States of America,Houston,www.drugstore.com,52264717,1,payment successful
1389,28,Sebastian Roberts,19,Orthodontic Wax,Oral Care,wallet,3,1.99,2024-12-02T20:59:01.000-08:00,Italy,Naples,www.amazon.com/pharmacy,15921381,1,payment successful
1390,28,Sebastian Roberts,57,Hearing Aid Wax Guards,Hearing Devices and Amplifiers,card,6,570.0,2024-01-27T05:16:07.000-08:00,Italy,Naples,www.expresspharmacy.co.uk,95705196,1,payment successful
1391,43,Sofia Bell,43,Aftershave,Shaving and Grooming,wallet,5,4.99,2024-06-03T09:54:36.000-07:00,United Kingdom,Leeds,www.mysmartpharmacy.com,98309713,0,payment method not accepted at merchant
1392,12,Ethan Clark,80,Shower Gel,Bath and Body,wallet,9,4.99,2024-04-25T14:57:50.000-07:00,Canada,Vancouver,www.goodrx.com,44639523,1,payment successful
1393,33,Scarlett Evans,39,Foot Deodorant,Foot Care,wallet,2,6.49,2024-07-16T07:02:41.000-07:00,United Kingdom,Liverpool,www.walgreens.com,34847737,1,payment successful
1394,30,Matthew Phillips,49,Pre-Shave Oil,Shaving and Grooming,upi,6,8.99,2024-12-23T09:49:16.000-08:00,Japan,Kyoto,www.walgreens.com,42048243,1,payment successful
1395,30,Matthew Phillips,33,Foot Spray,Foot Care,wallet,2,7.49,2024-12-20T22:21:11.000-08:00,Japan,Kyoto,www.walmart.com/pharmacy,18592519,1,payment successful
1396,24,Daniel Nelson,78,Body Scrub,Bath and Body,card,5,7.99,2024-07-16T18:25:50.000-07:00,Australia,Brisbane,www.chemistdirect.co.uk,24914532,1,payment successful
1397,11,Mia Harris,120,Nicotine Patches,Stop Smoking,wallet,3,29.99,2024-11-24T14:25:13.000-08:00,United States of America,Los Angeles,www.1mg.com,19758531,1,payment successful
1398,28,Sebastian Roberts,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,7,5.49,2024-05-11T13:16:54.000-07:00,Italy,Naples,www.walgreens.com,47340598,1,payment successful
1399,28,Sebastian Roberts,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,wallet,8,540.0,2024-12-07T23:09:21.000-08:00,Italy,Naples,www.cvs.com,99398267,1,payment successful
1400,32,Aiden Parker,96,Pain Relief Cream,Pain Relief and Management,wallet,6,12.99,2024-01-08T05:25:01.000-08:00,Canada,Calgary,www.pharmacytimes.com,31599466,1,payment successful
1401,49,Hannah Cox,16,Teeth Whitening Strips,Oral Care,internet banking,6,19.99,2024-06-02T03:39:48.000-07:00,Netherlands,Eindhoven,www.chemistwarehouse.com.au,66396062,1,payment successful
1402,44,Jackson Murphy,70,Incontinence Wipes,Incontinence,internet banking,6,5.99,2024-10-03T16:49:27.000-07:00,Australia,Adelaide,www.riteaid.com,69682260,1,payment successful
1403,50,Gabriel Howard,126,Diabetes Test Strips,Diabetes Management,wallet,8,25.99,2024-12-05T04:41:22.000-08:00,Japan,Fukuoka,www.britishpharmacy.co.uk,58224334,1,payment successful
1404,25,ROGUEROGUE,137,Thumb Brace,----////----,card,4,8.99,2024-05-07T00:06:06.000-07:00,"",Frankfurt,www.chemistdirect.co.uk,47844126,1,ROGUEROGUE
1405,19,Amelia Scott,77,Body Lotion,Bath and Body,internet banking,4,6.99,2024-06-17T06:24:31.000-07:00,Netherlands,Rotterdam,www.pharmacytimes.com,87571313,1,payment successful
1406,5,Emily Davis,84,Ear Wax Removal Kit,"Ear, Nose, and Throat Care",internet banking,7,12.99,2024-03-23T05:28:48.000-07:00,Germany,Berlin,www.britishpharmacy.co.uk,58591866,1,payment successful
1407,20,Benjamin Green,138,Calf Support,Supports and Braces,wallet,2,9.99,2024-04-11T12:56:45.000-07:00,Japan,Osaka,www.drugstore.com,43200473,1,payment successful
1408,33,Scarlett Evans,67,Incontinence Pads,Incontinence,wallet,4,8.99,2024-03-18T22:07:26.000-07:00,United Kingdom,Liverpool,www.cvs.com,99536398,1,payment successful
1409,2,Jane Smith,129,Glucose Tablets,Diabetes Management,card,9,4.99,2024-10-23T14:29:14.000-07:00,Canada,Toronto,www.chemistwarehouse.com.au,66471817,1,payment successful
1410,43,Sofia Bell,39,Foot Deodorant,Foot Care,wallet,1,6.49,2024-05-03T13:28:19.000-07:00,United Kingdom,Leeds,www.cvs.com,55834862,1,payment successful
1411,31,Ella Campbell,59,Hearing Aid Clips,Hearing Devices and Amplifiers,wallet,3,590.0,2024-12-15T12:16:28.000-08:00,United States of America,Houston,www.healthmart.com,54489561,1,payment successful
1412,31,Ella Campbell,101,Adhesive Bandages,First Aid,card,5,3.99,2024-08-22T02:08:48.000-07:00,United States of America,Houston,www.medicalnewstoday.com/pharmacy,19933910,1,payment successful
1413,8,James Anderson,22,Conditioner,Hair Care,wallet,6,6.99,2024-02-09T12:33:31.000-08:00,Italy,Rome,www.walgreens.com,53663611,1,payment successful
1414,31,Ella Campbell,50,Mustache Wax,Shaving and Grooming,card,2,5.49,2024-03-17T06:22:20.000-07:00,United States of America,Houston,www.walgreens.com,35915002,1,payment successful
1415,22,Alexander Baker,55,Hearing Aid Domes,Hearing Devices and Amplifiers,card,2,550.0,2024-12-23T13:10:57.000-08:00,Canada,Montreal,www.walgreens.com,10394822,1,payment successful
1416,38,Mason Morris,63,Sunburn Relief Spray,Sun Care,wallet,9,9.99,2024-07-25T15:55:56.000-07:00,Italy,Turin,www.healthmart.com,45623573,1,payment successful
1417,43,Sofia Bell,131,Ankle Support,Supports and Braces,card,9,12.99,2024-04-19T15:33:39.000-07:00,United Kingdom,Leeds,www.walgreens.com,40850101,1,payment successful
1418,6,David Wilson,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,wallet,8,530.0,2024-02-10T16:13:18.000-08:00,France,Paris,www.walgreens.com,38976364,1,payment successful
1419,24,Daniel Nelson,146,Hernia Belt,Supports and Braces,card,4,24.99,2024-12-17T14:10:30.000-08:00,Australia,Brisbane,www.walgreens.com,89666262,1,payment successful
1420,30,Matthew Phillips,101,Adhesive Bandages,First Aid,wallet,9,3.99,2024-12-10T06:04:49.000-08:00,Japan,Kyoto,www.pillpack.com,71837012,1,payment successful
1421,30,Matthew Phillips,7,Lens Wipes,Eye Care,card,5,11.99,2024-09-21T15:31:58.000-07:00,Japan,Kyoto,www.expresspharmacy.co.uk,73234517,1,payment successful
1422,6,David Wilson,1,Redness Eye Drops,Eye Care,wallet,6,6.3,2024-10-29T02:39:49.000-07:00,France,Paris,www.walgreens.com,42599941,0,payment method not accepted at merchant
1423,4,Michael Brown,57,Hearing Aid Wax Guards,Hearing Devices and Amplifiers,wallet,8,570.0,2024-10-23T07:37:04.000-07:00,Australia,Sydney,www.pillpack.com,51833111,1,payment successful
1424,20,Benjamin Green,135,Shoulder Support,Supports and Braces,upi,7,14.99,2024-06-11T09:45:24.000-07:00,Japan,Osaka,www.iherb.com,12116902,1,payment successful
1425,5,Emily Davis,144,Maternity Support Belt,Supports and Braces,card,8,19.99,2024-06-12T11:27:05.000-07:00,Germany,Berlin,www.healthmart.com,92520440,1,payment successful
1426,36,Samuel Stewart,85,Sinus Rinse,"Ear, Nose, and Throat Care",card,6,9.99,2024-04-13T22:23:53.000-07:00,France,Toulouse,www.medicalnewstoday.com/pharmacy,27820749,1,payment successful
1427,20,Benjamin Green,45,Shaving Brush,Shaving and Grooming,internet banking,8,7.99,2024-07-24T09:05:50.000-07:00,Japan,Osaka,www.walgreens.com,45417187,1,payment successful
1428,28,Sebastian Roberts,124,Psoriasis Treatment,Skin Ailments,wallet,1,12.99,2024-02-02T12:50:55.000-08:00,Italy,Naples,www.pillpack.com,13900460,1,payment successful
1429,48,Luke Richardson,52,Hearing Amplifier,Hearing Devices and Amplifiers,card,3,520.0,2024-07-30T06:28:46.000-07:00,Italy,Florence,www.goodrx.com,44038366,1,payment successful
1430,39,Zoe Rogers,47,Beard Trimmer,Shaving and Grooming,card,6,19.99,2024-03-12T05:38:11.000-07:00,Netherlands,The Hague,www.1mg.com,95282309,1,payment successful
1431,30,Matthew Phillips,118,Cholesterol Test Kit,Home Tests and Monitoring,upi,1,19.99,2024-11-26T13:26:09.000-08:00,Japan,Kyoto,www.riteaid.com,98953988,1,payment successful
1432,31,Ella Campbell,83,Throat Lozenges,"Ear, Nose, and Throat Care",wallet,8,5.99,2024-12-20T08:00:00.000-08:00,United States of America,Houston,www.riteaid.com,60657087,1,payment successful
1433,3,Alice Johnson,20,Interdental Brushes,Oral Care,wallet,8,4.49,2024-05-08T06:58:42.000-07:00,United Kingdom,London,www.medicalnewstoday.com/pharmacy,78620499,0,payment method not accepted at merchant
1434,10,Lucas Taylor,79,Body Butter,Bath and Body,wallet,9,8.99,2024-02-24T01:53:43.000-08:00,Japan,Tokyo,www.walmart.com/pharmacy,43048546,1,payment successful
1435,49,Hannah Cox,27,Hair Oil,Hair Care,card,9,10.99,2024-02-18T01:02:20.000-08:00,Netherlands,Eindhoven,www.britishpharmacy.co.uk,70345582,1,payment successful
1436,21,Harper Adams,118,Cholesterol Test Kit,Home Tests and Monitoring,card,1,19.99,2024-05-18T23:05:14.000-07:00,United States of America,Chicago,www.chemistwarehouse.com.au,49622553,1,payment successful
1437,2,----////----,83,Throat Lozenges,"",wallet,1,5.99,2024-12-02T07:57:21.000-08:00,XXXXXXXX,Toronto,www.walgreens.com,83520302,1,ROGUEROGUE
1438,24,Daniel Nelson,148,Neck Brace,Supports and Braces,internet banking,4,16.99,2024-08-22T16:09:02.000-07:00,Australia,Brisbane,www.medicalnewstoday.com/pharmacy,75629282,1,payment successful
1439,45,Avery Bailey,148,Neck Brace,Supports and Braces,wallet,6,16.99,2024-11-26T06:52:08.000-08:00,Germany,Cologne,www.cvs.com,13771970,0,insufficient credit
1440,38,Mason Morris,80,Shower Gel,Bath and Body,wallet,6,4.99,2024-09-27T03:34:37.000-07:00,Italy,Turin,www.healthmart.com,75605296,1,payment successful
1441,18,William King,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,card,3,580.0,2024-12-08T02:24:48.000-08:00,Italy,Milan,www.walgreens.com,57141124,1,payment successful
1442,19,Amelia Scott,120,Nicotine Patches,Stop Smoking,wallet,8,29.99,2024-12-22T21:39:17.000-08:00,Netherlands,Rotterdam,www.chemistwarehouse.com.au,32148175,1,payment successful
1443,41,Abigail Cook,96,Pain Relief Cream,Pain Relief and Management,internet banking,1,12.99,2024-05-14T23:03:49.000-07:00,United States of America,Phoenix,www.chemistwarehouse.com.au,27339556,1,payment successful
1444,2,Jane Smith,105,Hydrocortisone Cream,First Aid,wallet,1,5.99,2024-07-14T11:15:24.000-07:00,Canada,Toronto,www.amazon.com/pharmacy,25411086,1,payment successful
1445,7,Sophia Martinez,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,internet banking,4,580.0,2024-09-24T10:55:53.000-07:00,Spain,Madrid,www.britishpharmacy.co.uk,19304608,1,payment successful
1446,47,Madison Cooper,115,Blood Pressure Monitor,Home Tests and Monitoring,card,5,29.99,2024-12-16T06:44:55.000-08:00,Spain,Bilbao,www.walgreens.com,76523469,1,payment successful
1447,39,Zoe Rogers,70,Incontinence Wipes,Incontinence,internet banking,1,5.99,2024-04-20T15:08:26.000-07:00,Netherlands,The Hague,www.drugstore.com,28700502,1,payment successful
1448,39,Zoe Rogers,41,Shaving Cream,Shaving and Grooming,card,1,3.99,2024-08-28T10:23:26.000-07:00,Netherlands,The Hague,www.walgreens.com,75349038,1,payment successful
1449,29,Aria Turner,129,Glucose Tablets,Diabetes Management,wallet,8,4.99,2024-07-20T16:12:54.000-07:00,Netherlands,Utrecht,www.expresspharmacy.co.uk,52197573,1,payment successful
1450,45,Avery Bailey,78,Body Scrub,Bath and Body,card,4,7.99,2024-01-23T04:05:22.000-08:00,Germany,Cologne,www.1mg.com,22899764,0,insufficient credit
1451,39,Zoe Rogers,150,Hip Support,Supports and Braces,internet banking,7,17.99,2024-03-22T06:59:13.000-07:00,Netherlands,The Hague,www.cvs.com,43777605,1,payment successful
1452,23,Evelyn Gonzalez,112,Anti-Nausea Liquid,Digestive Health and Nausea,card,2,8.99,2024-12-28T20:57:30.000-08:00,United Kingdom,Birmingham,www.pharmacytimes.com,97428684,0,payment method not accepted at merchant
1453,31,Ella Campbell,6,Eye Wash,Eye Care,wallet,1,5.49,2024-03-04T04:54:16.000-08:00,United States of America,Houston,www.drugstore.com,37306388,1,payment successful
1454,7,"",50,Mustache Wax,"",wallet,8,5.49,2024-09-16T08:14:59.000-07:00,XXXXXXXX,Madrid,www.pharmacytimes.com,28669971,1,ROGUEROGUE
1455,31,Ella Campbell,111,Laxatives,Digestive Health and Nausea,internet banking,1,6.99,2024-08-15T15:03:29.000-07:00,United States of America,Houston,www.pharmacytimes.com,46909816,1,payment successful
1456,28,Sebastian Roberts,145,Posture Corrector,Supports and Braces,card,7,14.99,2024-12-18T14:43:16.000-08:00,Italy,Naples,www.amazon.com/pharmacy,40966592,1,payment successful
1457,5,Emily Davis,138,Calf Support,Supports and Braces,card,5,9.99,2024-12-25T07:29:09.000-08:00,Germany,Berlin,www.chemistwarehouse.com.au,31143555,1,payment successful
1458,12,Ethan Clark,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,card,5,540.0,2024-12-12T22:02:09.000-08:00,Canada,Vancouver,www.goodrx.com,59308583,1,payment successful
1459,34,Jack Edwards,47,Beard Trimmer,Shaving and Grooming,internet banking,2,19.99,2024-12-24T04:58:25.000-08:00,Australia,Perth,www.cvs.com,96835045,1,payment successful
1460,37,Lily Sanchez,83,Throat Lozenges,"Ear, Nose, and Throat Care",wallet,6,5.99,2024-04-25T05:36:10.000-07:00,Spain,Valencia,www.1mg.com,54345385,1,payment successful
1461,49,Hannah Cox,115,Blood Pressure Monitor,Home Tests and Monitoring,card,7,29.99,2024-12-23T01:20:36.000-08:00,Netherlands,Eindhoven,www.cvs.com,75393598,1,payment successful
1462,28,Sebastian Roberts,70,Incontinence Wipes,Incontinence,wallet,5,5.99,2024-06-14T12:35:58.000-07:00,Italy,Naples,www.amazon.com/pharmacy,91962352,1,payment successful
1463,38,Mason Morris,134,Back Support Belt,Supports and Braces,wallet,5,19.99,2024-08-03T18:07:09.000-07:00,Italy,Turin,www.cvs.com,29986453,1,payment successful
1464,2,Jane Smith,50,Mustache Wax,Shaving and Grooming,card,8,5.49,2024-03-28T18:20:06.000-07:00,Canada,Toronto,www.pharmacytimes.com,51429961,1,payment successful
1465,50,Gabriel Howard,59,Hearing Aid Clips,Hearing Devices and Amplifiers,wallet,3,590.0,2024-04-20T20:20:14.000-07:00,Japan,Fukuoka,www.healthmart.com,93583760,1,payment successful
1466,23,Evelyn Gonzalez,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,4,8.99,2024-04-28T21:56:26.000-07:00,United Kingdom,Birmingham,www.safeway.com/pharmacy,49289679,1,payment successful
1467,5,Emily Davis,102,Antiseptic Wipes,First Aid,wallet,9,2.99,2024-06-11T13:50:01.000-07:00,Germany,Berlin,www.healthmart.com,59677858,1,payment successful
1468,22,Alexander Baker,81,Ear Drops,"Ear, Nose, and Throat Care",wallet,4,8.99,2024-05-13T15:59:37.000-07:00,Canada,Montreal,www.walgreens.com,92273407,1,payment successful
1469,47,Madison Cooper,135,Shoulder Support,Supports and Braces,card,1,14.99,2024-05-25T13:48:41.000-07:00,Spain,Bilbao,www.pillpack.com,68591313,1,payment successful
1470,12,Ethan Clark,102,Antiseptic Wipes,First Aid,wallet,6,2.99,2024-12-26T17:27:38.000-08:00,Canada,Vancouver,www.walgreens.com,49414441,1,payment successful
1471,31,Ella Campbell,145,Posture Corrector,Supports and Braces,upi,7,14.99,2024-06-30T01:21:48.000-07:00,United States of America,Houston,www.medicalnewstoday.com/pharmacy,39018218,1,payment successful
1472,23,Evelyn Gonzalez,143,Plantar Fasciitis Sleeve,Supports and Braces,card,3,11.99,2024-04-19T10:26:18.000-07:00,United Kingdom,Birmingham,www.britishpharmacy.co.uk,70558850,1,payment successful
1473,15,Isabella Hall,131,Ankle Support,Supports and Braces,wallet,5,12.99,2024-03-29T18:28:42.000-07:00,Germany,Munich,www.walmart.com/pharmacy,71513015,1,payment successful
1474,11,Mia Harris,121,Nicotine Lozenges,Stop Smoking,upi,7,19.99,2024-02-02T12:53:38.000-08:00,United States of America,Los Angeles,www.safeway.com/pharmacy,82087646,1,payment successful
