_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
150,8,James Anderson,93,Cough Suppressant,"Cough, Cold, and Flu",upi,1,7.49,2024-06-14T04:26:25.000-07:00,Italy,Rome,www.expresspharmacy.co.uk,36805617,1,payment successful
151,12,Ethan Clark,76,Body Wash,Bath and Body,wallet,2,5.99,2024-12-22T06:59:48.000-08:00,Canada,Vancouver,www.alldaychemist.com,26893110,0,bank refused to authorize transaction
152,5,Emily Davis,117,Ovulation Test,Home Tests and Monitoring,wallet,8,14.99,2024-12-24T16:34:09.000-08:00,Germany,Berlin,www.drugstore.com,33653913,1,payment successful
153,44,Jackson Murphy,120,Nicotine Patches,Stop Smoking,card,2,29.99,2024-12-26T04:35:02.000-08:00,Australia,Adelaide,www.cvs.com,49026679,1,payment successful
154,37,Lily Sanchez,50,Mustache Wax,Shaving and Grooming,card,2,5.49,2024-08-10T18:06:47.000-07:00,Spain,Valencia,www.walgreens.com,82938613,1,payment successful
155,11,Mia Harris,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,7,7.99,2024-02-19T02:39:36.000-08:00,United States of America,Los Angeles,www.chemistwarehouse.com.au,13133775,1,payment successful
156,50,Gabriel Howard,149,Shoulder Immobilizer,Supports and Braces,wallet,3,18.99,2024-09-21T22:05:56.000-07:00,Japan,Fukuoka,www.chemistdirect.co.uk,12950902,1,payment successful
157,33,Scarlett Evans,16,Teeth Whitening Strips,Oral Care,wallet,9,19.99,2024-09-29T13:58:34.000-07:00,United Kingdom,Liverpool,www.amazon.com/pharmacy,69657828,1,payment successful
158,39,Zoe Rogers,80,Shower Gel,Bath and Body,wallet,8,4.99,2024-12-02T19:48:26.000-08:00,Netherlands,The Hague,www.goodrx.com,47678204,1,payment successful
159,39,Zoe Rogers,126,Diabetes Test Strips,Diabetes Management,upi,5,25.99,2024-09-19T01:02:18.000-07:00,Netherlands,The Hague,www.drugstore.com,73143751,0,insufficient credit
160,16,Noah Allen,52,Hearing Amplifier,Hearing Devices and Amplifiers,wallet,3,520.0,2024-12-04T04:49:25.000-08:00,France,Lyon,www.1mg.com,74670732,1,payment successful
161,34,Jack Edwards,4,Allergy Relief Eye Drops,Eye Care,wallet,3,7.99,2024-01-07T00:11:27.000-08:00,Australia,Perth,www.medicalnewstoday.com/pharmacy,53220014,1,payment successful
162,21,ROGUEROGUE,66,Adult Diapers,ROGUEROGUE,wallet,9,12.99,2024-07-22T10:20:40.000-07:00,"",Chicago,www.chemistwarehouse.com.au,45924925,1,""
163,23,Evelyn Gonzalez,149,Shoulder Immobilizer,Supports and Braces,card,3,18.99,2024-02-07T04:27:52.000-08:00,United Kingdom,Birmingham,www.walgreens.com,78085454,1,payment successful
164,11,Mia Harris,94,Cold and Flu Tea,"Cough, Cold, and Flu",card,5,5.49,2024-02-06T18:31:23.000-08:00,United States of America,Los Angeles,www.walgreens.com,27244792,1,payment successful
165,38,Mason Morris,68,Bed Protection Underpads,Incontinence,wallet,7,15.99,2024-04-25T05:56:41.000-07:00,Italy,Turin,www.walgreens.com,13847844,1,payment successful
166,31,Ella Campbell,58,Hearing Aid Tubing,Hearing Devices and Amplifiers,wallet,3,580.0,2024-09-17T19:26:11.000-07:00,United States of America,Houston,www.chemistdirect.co.uk,63715529,1,payment successful
167,45,Avery Bailey,101,Adhesive Bandages,First Aid,wallet,2,3.99,2024-02-26T16:55:08.000-08:00,Germany,Cologne,www.pharmacytimes.com,73340082,1,payment successful
168,23,Evelyn Gonzalez,95,Vapor Inhaler,"Cough, Cold, and Flu",wallet,5,4.49,2024-02-16T18:47:45.000-08:00,United Kingdom,Birmingham,www.cvs.com,86295914,0,insufficient credit
169,44,Jackson Murphy,121,Nicotine Lozenges,Stop Smoking,wallet,1,19.99,2024-06-18T22:11:01.000-07:00,Australia,Adelaide,www.walgreens.com,27538037,1,payment successful
170,9,Olivia Thomas,141,Heel Cups,Supports and Braces,wallet,5,7.99,2024-02-14T05:22:17.000-08:00,Netherlands,Amsterdam,www.iherb.com,97259563,1,payment successful
171,17,XXXXXXXX,134,Back Support Belt,XXXXXXXX,wallet,1,19.99,2024-03-23T04:09:07.000-07:00,----////----,Barcelona,www.goodrx.com,73754918,0,----////----
172,17,Charlotte Young,52,Hearing Amplifier,Hearing Devices and Amplifiers,card,4,520.0,2024-12-21T21:19:48.000-08:00,Spain,Barcelona,www.riteaid.com,31791085,1,payment successful
173,49,Hannah Cox,30,Leave-in Conditioner,Hair Care,card,2,7.49,2024-08-12T19:04:08.000-07:00,Netherlands,Eindhoven,www.healthmart.com,57524323,1,payment successful
174,46,Dylan Rivera,110,Antacid Tablets,Digestive Health and Nausea,wallet,5,4.99,2024-03-04T19:40:32.000-08:00,France,Nice,www.riteaid.com,34719838,1,payment successful
175,46,Dylan Rivera,50,Mustache Wax,Shaving and Grooming,wallet,1,5.49,2024-08-21T04:29:34.000-07:00,France,Nice,www.goodrx.com,14075987,1,payment successful
176,19,Amelia Scott,146,Hernia Belt,Supports and Braces,wallet,9,24.99,2024-11-05T18:23:49.000-08:00,Netherlands,Rotterdam,www.iherb.com,80209929,1,payment successful
177,34,Jack Edwards,134,Back Support Belt,Supports and Braces,wallet,7,19.99,2024-01-01T09:37:51.000-08:00,Australia,Perth,www.1mg.com,25872946,1,payment successful
178,6,David Wilson,114,Pregnancy Test,Home Tests and Monitoring,wallet,7,12.99,2024-08-17T00:29:28.000-07:00,France,Paris,www.iherb.com,81930939,0,insufficient credit
179,5,Emily Davis,71,Sanitary Pads,Feminine Care,wallet,7,5.99,2024-01-29T02:28:35.000-08:00,Germany,Berlin,www.alldaychemist.com,92654692,1,payment successful
180,8,James Anderson,61,Sunscreen Lotion,Sun Care,wallet,9,15.99,2024-07-23T01:57:02.000-07:00,Italy,Rome,www.walgreens.com,22861535,1,payment successful
181,42,Elijah Morgan,36,Foot File,Foot Care,wallet,6,3.99,2024-03-11T23:58:58.000-07:00,Canada,Ottawa,www.walmart.com/pharmacy,65682809,1,payment successful
182,34,Jack Edwards,47,Beard Trimmer,Shaving and Grooming,card,1,19.99,2024-02-27T00:03:26.000-08:00,Australia,Perth,www.chemistdirect.co.uk,12670450,1,payment successful
183,48,Luke Richardson,52,Hearing Amplifier,Hearing Devices and Amplifiers,card,9,520.0,2024-12-06T03:51:28.000-08:00,Italy,Florence,www.riteaid.com,27123384,1,payment successful
184,29,Aria Turner,11,Toothpaste,Oral Care,wallet,7,2.99,2024-10-17T23:31:43.000-07:00,Netherlands,Utrecht,www.walgreens.com,61896892,1,payment successful
185,23,Evelyn Gonzalez,115,Blood Pressure Monitor,Home Tests and Monitoring,wallet,3,29.99,2024-12-13T03:09:47.000-08:00,United Kingdom,Birmingham,www.expresspharmacy.co.uk,54357861,1,payment successful
186,25,Grace Carter,96,Pain Relief Cream,Pain Relief and Management,card,4,12.99,2024-12-16T18:03:13.000-08:00,Germany,Frankfurt,www.1mg.com,49766077,1,payment successful
187,31,Ella Campbell,96,Pain Relief Cream,Pain Relief and Management,card,9,12.99,2024-12-25T23:33:26.000-08:00,United States of America,Houston,www.riteaid.com,67452168,1,payment successful
188,15,Isabella Hall,129,Glucose Tablets,Diabetes Management,card,6,4.99,2024-12-15T19:56:31.000-08:00,Germany,Munich,www.chemistdirect.co.uk,83695035,1,payment successful
189,24,Daniel Nelson,7,Lens Wipes,Eye Care,card,5,11.99,2024-02-24T21:48:55.000-08:00,Australia,Brisbane,www.amazon.com/pharmacy,58844219,1,payment successful
190,48,Luke Richardson,74,Menstrual Cup,Feminine Care,card,3,19.99,2024-03-31T19:50:10.000-07:00,Italy,Florence,www.riteaid.com,57380575,1,payment successful
191,46,Dylan Rivera,73,Panty Liners,Feminine Care,wallet,7,4.99,2024-01-15T00:15:22.000-08:00,France,Nice,www.chemistdirect.co.uk,71417231,1,payment successful
192,37,Lily Sanchez,107,Burn Gel,First Aid,wallet,8,7.99,2024-04-17T21:37:57.000-07:00,Spain,Valencia,www.walgreens.com,90480154,1,payment successful
193,43,Sofia Bell,37,Foot Balm,Foot Care,internet banking,8,9.99,2024-11-03T04:19:06.000-08:00,United Kingdom,Leeds,www.cvs.com,35312061,1,payment successful
194,42,Elijah Morgan,119,Nicotine Gum,Stop Smoking,wallet,7,24.99,2024-07-28T22:36:57.000-07:00,Canada,Ottawa,www.chemistwarehouse.com.au,89087115,1,payment successful
195,14,Liam Walker,64,Sunscreen Spray,Sun Care,wallet,7,14.99,2024-08-05T09:13:14.000-07:00,Australia,Melbourne,www.expresspharmacy.co.uk,19472726,1,payment successful
196,20,Benjamin Green,147,Groin Support,Supports and Braces,card,5,13.99,2024-10-22T03:43:41.000-07:00,Japan,Osaka,www.mysmartpharmacy.com,78083758,0,card expired
197,45,Avery Bailey,77,Body Lotion,Bath and Body,card,8,6.99,2024-06-11T17:18:55.000-07:00,Germany,Cologne,www.britishpharmacy.co.uk,64661162,1,payment successful
198,50,Gabriel Howard,148,Neck Brace,Supports and Braces,wallet,5,16.99,2024-12-18T14:26:12.000-08:00,Japan,Fukuoka,www.cvs.com,90651756,1,payment successful
199,23,Evelyn Gonzalez,132,Wrist Brace,Supports and Braces,wallet,9,10.99,2024-12-15T21:14:56.000-08:00,United Kingdom,Birmingham,www.riteaid.com,49701194,1,payment successful
200,12,Ethan Clark,124,Psoriasis Treatment,Skin Ailments,wallet,2,12.99,2024-07-22T02:58:52.000-07:00,Canada,Vancouver,www.walgreens.com,48093506,1,payment successful
201,32,Aiden Parker,149,Shoulder Immobilizer,Supports and Braces,card,8,18.99,2024-04-19T02:37:16.000-07:00,Canada,Calgary,www.safeway.com/pharmacy,10709397,1,payment successful
202,15,Isabella Hall,11,Toothpaste,Oral Care,wallet,8,2.99,2024-01-19T09:20:25.000-08:00,Germany,Munich,www.cvs.com,60058957,1,payment successful
203,1,John Doe,150,Hip Support,Supports and Braces,wallet,2,17.99,2024-11-03T03:27:16.000-08:00,United States of America,New York,www.safeway.com/pharmacy,36235535,0,insufficient credit
204,6,David Wilson,94,Cold and Flu Tea,"Cough, Cold, and Flu",card,3,5.49,2024-07-08T14:47:02.000-07:00,France,Paris,www.alldaychemist.com,43686676,1,payment successful
205,38,Mason Morris,23,Hair Gel,Hair Care,wallet,5,4.99,2024-05-26T17:47:40.000-07:00,Italy,Turin,www.drugstore.com,37366947,1,payment successful
206,28,Sebastian Roberts,94,Cold and Flu Tea,"Cough, Cold, and Flu",internet banking,5,5.49,2024-12-25T06:07:47.000-08:00,Italy,Naples,www.amazon.com/pharmacy,12939408,1,payment successful
207,23,Evelyn Gonzalez,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,9,8.99,2024-08-26T13:29:44.000-07:00,United Kingdom,Birmingham,www.cvs.com,39929540,0,payment method not accepted at merchant
208,4,Michael Brown,6,Eye Wash,Eye Care,wallet,2,5.49,2024-02-12T13:10:14.000-08:00,Australia,Sydney,www.safeway.com/pharmacy,13890257,1,payment successful
209,30,Matthew Phillips,30,Leave-in Conditioner,Hair Care,card,2,7.49,2024-10-05T04:51:41.000-07:00,Japan,Kyoto,www.pharmacytimes.com,55522325,1,payment successful
210,36,Samuel Stewart,82,Nasal Spray,"Ear, Nose, and Throat Care",internet banking,7,7.99,2024-04-17T13:10:48.000-07:00,France,Toulouse,www.1mg.com,85364571,1,payment successful
211,6,David Wilson,104,First Aid Tape,First Aid,wallet,7,1.99,2024-04-12T05:22:32.000-07:00,France,Paris,www.riteaid.com,51297314,1,payment successful
212,46,Dylan Rivera,49,Pre-Shave Oil,Shaving and Grooming,card,8,8.99,2024-12-03T00:33:50.000-08:00,France,Nice,www.walgreens.com,98560055,0,bank refused to authorize transaction
213,34,Jack Edwards,130,Knee Brace,Supports and Braces,wallet,2,15.99,2024-01-04T20:03:05.000-08:00,Australia,Perth,www.alldaychemist.com,73125558,1,payment successful
214,21,Harper Adams,79,Body Butter,Bath and Body,card,2,8.99,2024-09-12T20:35:29.000-07:00,United States of America,Chicago,www.walmart.com/pharmacy,78474766,1,payment successful
215,5,Emily Davis,57,Hearing Aid Wax Guards,Hearing Devices and Amplifiers,wallet,6,570.0,2024-12-21T15:21:02.000-08:00,Germany,Berlin,www.cvs.com,79533286,1,payment successful
216,49,Hannah Cox,25,Hair Mousse,Hair Care,card,1,8.99,2024-09-25T07:29:02.000-07:00,Netherlands,Eindhoven,www.expresspharmacy.co.uk,88286383,1,payment successful
217,5,Emily Davis,75,Feminine Wipes,Feminine Care,card,2,3.99,2024-12-01T07:28:51.000-08:00,Germany,Berlin,www.pharmacytimes.com,27916845,1,payment successful
218,23,Evelyn Gonzalez,47,Beard Trimmer,Shaving and Grooming,internet banking,3,19.99,2024-08-15T11:16:45.000-07:00,United Kingdom,Birmingham,www.alldaychemist.com,36505509,1,payment successful
219,30,Matthew Phillips,61,Sunscreen Lotion,Sun Care,card,4,15.99,2024-12-28T17:53:56.000-08:00,Japan,Kyoto,www.chemistdirect.co.uk,29809392,1,payment successful
220,22,Alexander Baker,9,Contact Lens Disinfecting Solution,Eye Care,card,9,22.99,2024-11-27T02:01:36.000-08:00,Canada,Montreal,www.walmart.com/pharmacy,67164766,0,insufficient credit
221,2,Jane Smith,1,Redness Eye Drops,Eye Care,card,8,6.3,2024-07-04T23:50:05.000-07:00,Canada,Toronto,www.walmart.com/pharmacy,51740373,1,payment successful
222,30,Matthew Phillips,110,Antacid Tablets,Digestive Health and Nausea,card,8,4.99,2024-08-29T17:45:31.000-07:00,Japan,Kyoto,www.1mg.com,74360650,1,payment successful
223,9,Olivia Thomas,82,Nasal Spray,"Ear, Nose, and Throat Care",card,6,7.99,2024-10-09T01:43:12.000-07:00,Netherlands,Amsterdam,www.chemistwarehouse.com.au,92505892,1,payment successful
224,44,Jackson Murphy,36,Foot File,Foot Care,card,8,3.99,2024-12-05T03:45:00.000-08:00,Australia,Adelaide,www.alldaychemist.com,35328598,1,payment successful
225,14,Liam Walker,128,Lancets,Diabetes Management,wallet,4,14.99,2024-12-14T23:06:04.000-08:00,Australia,Melbourne,www.walgreens.com,51210542,0,insufficient credit
226,35,XXXXXXXX,34,Foot Scrub,----////----,card,2,6.99,2024-12-03T23:47:44.000-08:00,ROGUEROGUE,Hamburg,www.walgreens.com,33988007,1,""
227,34,Jack Edwards,29,Dry Shampoo,Hair Care,internet banking,5,6.49,2024-06-04T03:15:16.000-07:00,Australia,Perth,www.cvs.com,95919296,1,payment successful
228,41,Abigail Cook,143,Plantar Fasciitis Sleeve,Supports and Braces,wallet,1,11.99,2024-06-05T14:40:37.000-07:00,United States of America,Phoenix,www.pillpack.com,71827876,1,payment successful
229,46,Dylan Rivera,72,Tampons,Feminine Care,card,7,6.99,2024-03-29T11:21:56.000-07:00,France,Nice,www.walgreens.com,28039360,1,payment successful
230,3,Alice Johnson,130,Knee Brace,Supports and Braces,upi,3,15.99,2024-04-16T11:31:34.000-07:00,United Kingdom,London,www.walgreens.com,53694991,1,payment successful
231,33,Scarlett Evans,48,Shaving Gel,Shaving and Grooming,wallet,1,3.49,2024-01-12T17:34:27.000-08:00,United Kingdom,Liverpool,www.cvs.com,36285493,0,insufficient funds
232,44,Jackson Murphy,2,Lubricating Eye Drops,Eye Care,wallet,4,9.99,2024-12-05T09:37:33.000-08:00,Australia,Adelaide,www.walgreens.com,10885087,1,payment successful
233,26,Henry Mitchell,120,Nicotine Patches,Stop Smoking,card,8,29.99,2024-09-09T06:17:04.000-07:00,France,Marseille,www.pharmacytimes.com,34408057,1,payment successful
234,36,Samuel Stewart,100,Pain Relief Tablets,Pain Relief and Management,upi,2,8.99,2024-01-02T07:33:51.000-08:00,France,Toulouse,www.1mg.com,46662941,1,payment successful
235,39,Zoe Rogers,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,9,8.99,2024-09-17T19:30:34.000-07:00,Netherlands,The Hague,www.britishpharmacy.co.uk,40477117,1,payment successful
236,15,Isabella Hall,146,Hernia Belt,Supports and Braces,wallet,1,24.99,2024-05-20T09:50:15.000-07:00,Germany,Munich,www.walgreens.com,47730082,1,payment successful
237,23,Evelyn Gonzalez,77,Body Lotion,Bath and Body,card,9,6.99,2024-06-17T15:14:38.000-07:00,United Kingdom,Birmingham,www.iherb.com,94465060,1,payment successful
238,12,Ethan Clark,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,wallet,7,530.0,2024-05-10T15:46:06.000-07:00,Canada,Vancouver,www.walgreens.com,16128496,1,payment successful
239,18,William King,47,Beard Trimmer,Shaving and Grooming,wallet,7,19.99,2024-08-25T05:33:28.000-07:00,Italy,Milan,www.britishpharmacy.co.uk,11419374,1,payment successful
240,8,James Anderson,36,Foot File,Foot Care,upi,7,3.99,2024-03-29T01:32:29.000-07:00,Italy,Rome,www.healthmart.com,49095921,1,payment successful
241,2,Jane Smith,116,Glucose Meter,Home Tests and Monitoring,card,9,24.99,2024-12-30T01:50:06.000-08:00,Canada,Toronto,www.mysmartpharmacy.com,27876943,1,payment successful
242,45,Avery Bailey,122,Skin Rash Cream,Skin Ailments,card,7,7.99,2024-11-03T14:19:41.000-08:00,Germany,Cologne,www.walmart.com/pharmacy,53228040,1,payment successful
243,22,Alexander Baker,108,Digestive Enzymes,Digestive Health and Nausea,wallet,9,14.99,2024-09-02T22:16:24.000-07:00,Canada,Montreal,www.pillpack.com,80100070,0,insufficient funds
244,50,Gabriel Howard,134,Back Support Belt,Supports and Braces,wallet,6,19.99,2024-12-24T14:34:40.000-08:00,Japan,Fukuoka,www.safeway.com/pharmacy,46415735,0,bank refused to authorize transaction
245,38,Mason Morris,111,Laxatives,Digestive Health and Nausea,wallet,2,6.99,2024-10-14T05:52:26.000-07:00,Italy,Turin,www.britishpharmacy.co.uk,92242639,1,payment successful
246,12,Ethan Clark,108,Digestive Enzymes,Digestive Health and Nausea,card,5,14.99,2024-07-21T02:07:21.000-07:00,Canada,Vancouver,www.goodrx.com,48880051,1,payment successful
247,44,Jackson Murphy,100,Pain Relief Tablets,Pain Relief and Management,internet banking,8,8.99,2024-06-24T19:18:49.000-07:00,Australia,Adelaide,www.cvs.com,94591238,1,payment successful
248,23,----////----,48,Shaving Gel,ROGUEROGUE,internet banking,2,3.49,2024-02-24T09:00:28.000-08:00,XXXXXXXX,Birmingham,www.goodrx.com,37268296,1,----////----
249,49,Hannah Cox,150,Hip Support,Supports and Braces,card,2,17.99,2024-12-13T17:22:09.000-08:00,Netherlands,Eindhoven,www.walgreens.com,62966074,1,payment successful
250,9,Olivia Thomas,132,Wrist Brace,Supports and Braces,card,7,10.99,2024-02-15T21:46:38.000-08:00,Netherlands,Amsterdam,www.amazon.com/pharmacy,98192194,0,insufficient funds
251,9,Olivia Thomas,115,Blood Pressure Monitor,Home Tests and Monitoring,card,8,29.99,2024-12-18T06:43:04.000-08:00,Netherlands,Amsterdam,www.safeway.com/pharmacy,71402972,1,payment successful
252,41,Abigail Cook,33,Foot Spray,Foot Care,wallet,4,7.49,2024-09-28T12:06:14.000-07:00,United States of America,Phoenix,www.expresspharmacy.co.uk,75905679,1,payment successful
253,46,Dylan Rivera,142,Arch Support,Supports and Braces,wallet,8,6.99,2024-12-17T05:04:26.000-08:00,France,Nice,www.alldaychemist.com,31232247,1,payment successful
254,50,Gabriel Howard,52,Hearing Amplifier,Hearing Devices and Amplifiers,wallet,2,520.0,2024-05-09T23:08:39.000-07:00,Japan,Fukuoka,www.amazon.com/pharmacy,54482804,1,payment successful
255,30,ROGUEROGUE,143,Plantar Fasciitis Sleeve,XXXXXXXX,card,6,11.99,2024-06-25T12:56:49.000-07:00,XXXXXXXX,Kyoto,www.safeway.com/pharmacy,33204015,0,ROGUEROGUE
256,14,Liam Walker,141,Heel Cups,Supports and Braces,wallet,3,7.99,2024-08-31T17:21:11.000-07:00,Australia,Melbourne,www.walmart.com/pharmacy,11167563,0,insufficient credit
257,29,Aria Turner,130,Knee Brace,Supports and Braces,wallet,9,15.99,2024-12-27T16:41:26.000-08:00,Netherlands,Utrecht,www.pillpack.com,70606853,1,payment successful
258,5,Emily Davis,134,Back Support Belt,Supports and Braces,wallet,7,19.99,2024-03-21T02:29:45.000-07:00,Germany,Berlin,www.chemistwarehouse.com.au,46334103,1,payment successful
259,22,Alexander Baker,72,Tampons,Feminine Care,wallet,9,6.99,2024-07-22T09:44:39.000-07:00,Canada,Montreal,www.healthmart.com,46080372,0,payment method not accepted at merchant
260,22,Alexander Baker,49,Pre-Shave Oil,Shaving and Grooming,wallet,5,8.99,2024-12-07T03:07:31.000-08:00,Canada,Montreal,www.britishpharmacy.co.uk,86530771,0,insufficient funds
261,5,Emily Davis,95,Vapor Inhaler,"Cough, Cold, and Flu",wallet,1,4.49,2024-12-19T23:19:09.000-08:00,Germany,Berlin,www.chemistwarehouse.com.au,41984704,1,payment successful
262,15,Isabella Hall,73,Panty Liners,Feminine Care,upi,2,4.99,2024-12-11T05:37:58.000-08:00,Germany,Munich,www.riteaid.com,37471421,1,payment successful
263,45,Avery Bailey,68,Bed Protection Underpads,Incontinence,wallet,8,15.99,2024-06-03T17:20:30.000-07:00,Germany,Cologne,www.walgreens.com,71069171,1,payment successful
264,9,Olivia Thomas,96,Pain Relief Cream,Pain Relief and Management,card,2,12.99,2024-06-08T03:18:54.000-07:00,Netherlands,Amsterdam,www.pharmacytimes.com,48259801,1,payment successful
265,9,Olivia Thomas,47,Beard Trimmer,Shaving and Grooming,upi,1,19.99,2024-12-17T10:46:07.000-08:00,Netherlands,Amsterdam,www.britishpharmacy.co.uk,78010418,1,payment successful
266,8,James Anderson,133,Elbow Support,Supports and Braces,upi,2,11.99,2024-10-02T07:35:18.000-07:00,Italy,Rome,www.walgreens.com,95784317,0,insufficient credit
267,14,Liam Walker,20,Interdental Brushes,Oral Care,wallet,7,4.49,2024-12-12T00:21:51.000-08:00,Australia,Melbourne,www.alldaychemist.com,78886550,1,payment successful
268,19,Amelia Scott,90,Nasal Decongestant,"Cough, Cold, and Flu",card,3,6.99,2024-07-31T03:20:02.000-07:00,Netherlands,Rotterdam,www.pharmacytimes.com,77973674,0,payment method not accepted at merchant
269,46,Dylan Rivera,22,Conditioner,Hair Care,card,4,6.99,2024-12-01T03:27:34.000-08:00,France,Nice,www.alldaychemist.com,82901321,1,payment successful
270,3,Alice Johnson,47,Beard Trimmer,Shaving and Grooming,internet banking,7,19.99,2024-12-29T10:13:20.000-08:00,United Kingdom,London,www.1mg.com,45925328,1,payment successful
271,35,Chloe Collins,118,Cholesterol Test Kit,Home Tests and Monitoring,upi,9,19.99,2024-02-01T23:31:09.000-08:00,Germany,Hamburg,www.drugstore.com,77376483,1,payment successful
272,7,Sophia Martinez,74,Menstrual Cup,Feminine Care,wallet,8,19.99,2024-06-01T09:56:53.000-07:00,Spain,Madrid,www.healthmart.com,74623851,1,payment successful
273,46,Dylan Rivera,118,Cholesterol Test Kit,Home Tests and Monitoring,wallet,7,19.99,2024-12-03T09:02:07.000-08:00,France,Nice,www.walgreens.com,35041866,1,payment successful
274,34,Jack Edwards,62,After Sun Gel,Sun Care,upi,6,12.99,2024-06-15T16:24:44.000-07:00,Australia,Perth,www.walgreens.com,28388350,0,insufficient funds
275,2,Jane Smith,16,Teeth Whitening Strips,Oral Care,wallet,8,19.99,2024-02-18T14:55:53.000-08:00,Canada,Toronto,www.riteaid.com,69681941,1,payment successful
276,2,Jane Smith,56,Hearing Aid Drying Box,Hearing Devices and Amplifiers,wallet,9,560.0,2024-12-24T10:26:19.000-08:00,Canada,Toronto,www.walgreens.com,65911368,1,payment successful
277,11,Mia Harris,60,Hearing Aid Dehumidifier,Hearing Devices and Amplifiers,card,7,600.0,2024-12-18T13:03:30.000-08:00,United States of America,Los Angeles,www.cvs.com,19301837,1,payment successful
278,46,Dylan Rivera,95,Vapor Inhaler,"Cough, Cold, and Flu",card,3,4.49,2024-10-23T15:50:46.000-07:00,France,Nice,www.healthmart.com,93081493,1,payment successful
279,45,Avery Bailey,93,Cough Suppressant,"Cough, Cold, and Flu",wallet,8,7.49,2024-03-28T18:48:14.000-07:00,Germany,Cologne,www.amazon.com/pharmacy,58479379,1,payment successful
280,22,Alexander Baker,1,Redness Eye Drops,Eye Care,card,9,6.3,2024-10-04T01:04:22.000-07:00,Canada,Montreal,www.expresspharmacy.co.uk,33092447,1,payment successful
281,36,Samuel Stewart,120,Nicotine Patches,Stop Smoking,card,9,29.99,2024-07-10T14:10:23.000-07:00,France,Toulouse,www.cvs.com,57853257,1,payment successful
282,19,Amelia Scott,66,Adult Diapers,Incontinence,card,1,12.99,2024-08-21T04:40:56.000-07:00,Netherlands,Rotterdam,www.walgreens.com,67897144,1,payment successful
283,17,----////----,114,Pregnancy Test,XXXXXXXX,card,2,12.99,2024-12-19T03:59:03.000-08:00,----////----,Barcelona,www.amazon.com/pharmacy,86145755,1,----////----
284,23,Evelyn Gonzalez,32,Foot Powder,Foot Care,wallet,5,5.99,2024-05-10T23:15:57.000-07:00,United Kingdom,Birmingham,www.drugstore.com,10529688,1,payment successful
285,19,Amelia Scott,17,Dental Picks,Oral Care,card,8,3.99,2024-03-13T10:46:36.000-07:00,Netherlands,Rotterdam,www.chemistwarehouse.com.au,79014436,1,payment successful
286,8,James Anderson,36,Foot File,Foot Care,internet banking,9,3.99,2024-03-05T13:21:21.000-08:00,Italy,Rome,www.chemistwarehouse.com.au,19849294,1,payment successful
287,3,Alice Johnson,45,Shaving Brush,Shaving and Grooming,wallet,3,7.99,2024-12-02T23:57:16.000-08:00,United Kingdom,London,www.safeway.com/pharmacy,50228793,0,payment method not accepted at merchant
288,37,Lily Sanchez,150,Hip Support,Supports and Braces,wallet,9,17.99,2024-08-19T03:24:46.000-07:00,Spain,Valencia,www.walmart.com/pharmacy,42962750,1,payment successful
289,5,Emily Davis,144,Maternity Support Belt,Supports and Braces,upi,9,19.99,2024-09-13T18:02:22.000-07:00,Germany,Berlin,www.cvs.com,52300402,1,payment successful
290,50,Gabriel Howard,137,Thumb Brace,Supports and Braces,card,9,8.99,2024-11-26T03:01:15.000-08:00,Japan,Fukuoka,www.medicalnewstoday.com/pharmacy,39581360,1,payment successful
291,3,Alice Johnson,52,Hearing Amplifier,Hearing Devices and Amplifiers,wallet,7,520.0,2024-12-24T01:47:02.000-08:00,United Kingdom,London,www.walmart.com/pharmacy,38269360,1,payment successful
292,12,Ethan Clark,100,Pain Relief Tablets,Pain Relief and Management,wallet,4,8.99,2024-01-08T18:43:16.000-08:00,Canada,Vancouver,www.goodrx.com,12947080,1,payment successful
293,14,Liam Walker,112,Anti-Nausea Liquid,Digestive Health and Nausea,card,2,8.99,2024-01-16T10:59:36.000-08:00,Australia,Melbourne,www.walgreens.com,17487157,1,payment successful
294,21,Harper Adams,87,Cold Medicine,"Cough, Cold, and Flu",wallet,8,7.99,2024-12-03T14:52:16.000-08:00,United States of America,Chicago,www.chemistdirect.co.uk,45625191,1,payment successful
295,37,Lily Sanchez,34,Foot Scrub,Foot Care,wallet,9,6.99,2024-12-03T05:30:41.000-08:00,Spain,Valencia,www.pillpack.com,12391407,1,payment successful
296,2,Jane Smith,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,8,7.99,2024-10-31T16:09:08.000-07:00,Canada,Toronto,www.healthmart.com,77097411,1,payment successful
297,14,Liam Walker,1,Redness Eye Drops,Eye Care,wallet,3,6.3,2024-07-06T10:39:53.000-07:00,Australia,Melbourne,www.walmart.com/pharmacy,76924480,1,payment successful
298,27,Victoria Perez,44,Beard Oil,Shaving and Grooming,upi,4,6.99,2024-04-01T01:44:28.000-07:00,Spain,Seville,www.cvs.com,82640525,1,payment successful
299,48,Luke Richardson,30,Leave-in Conditioner,Hair Care,wallet,3,7.49,2024-12-15T15:45:43.000-08:00,Italy,Florence,www.healthmart.com,68700892,1,payment successful
